50019	27	97	17	16	109
# mai rua tho` chan
50020	71	75	18	16	109
50021	28	97	18	16	109

# GREEN KOOPA
# walking left
40021	31	119	16	26	50
40022	50	118	16	27	50

# die
40023	32	149	16	16	50
40024	53	148	16	16	50
40025	74	148	16	16	50

# walking swings left
40026	105	129	16	27	50
40027	126	130	16	26	50
40028	147	129	16	27	50

# walking swings right
50000	262	249	16	27	108
50001 	279	249	16	27	108
50002	296	250	16	26	108
50003	313	248	16	28	108

# walking right
50005	296	191	16	27	108
50006	313	191	16	27	108
# mai rua rung rinh
50007	32	149	16	16	109
50008	31	149	16	16	109
# mai rua tho` chan
50009	74	127	18	16	109
50010	31	149	16	16	109
# RED GOOMBA
# walking with swing
40029	116	40	20	19	109
40030	140	40	20	19	109

# swing small
40031	66	35	20	24	109

# swing big
40032	116	35	20	24	109

#walking without swing
40033	104	70	16	16	109
40034	125	70	16	16	109

#dead
40035	145	70	16	16	109

##################################################
#EMPTY BRICK
40036	235	188	16	16	10

##################################################
#COIN
40037	294	101	8	14	10
40038	307	101	8	14	10
40039	319	101	8	14	10

##################################################

#BORDER BOX BONUS
40040	119	88	26	26	104

#MUSHROOM CARD
40041	171	158	24	30	60

#FIRE FLOWER CARD
40042	202	158	24	30	60

#START MAN CARD
40043	232	158	24	30	60

##################################################
#EFFECT
40044	74	1	16	16	70
40045	92	1	16	16	70
40046	38	1	16	16	70
40047	56	1	16	16	70

##################################################
#LEAF
40048	180	123	16	14	10
#MUSHROOM
40049	156	121	16	16	10

##################################################
# FLOWER
# RED FIRE FLOWER ha mieng nguoc xuuong, kep mieng nguoc xuong,ha mieng len,khep mieng xuong
40050	219	81	16	32	109
40051	242	81	16	32	109
40052	267	81	16	32	109
40053	289	81	16	32	109

# GREEN FIRE FLOWER
40054	219	43	16	24	109
40055	244	43	16	24	109
40056	267	43	16	24	109
40057	289	43	16	24	109

# GREEN FLOWER
40058	7	107	16	24	50
40059	7	137	16	24	50

##################################################
# STATIC COIN
40060	334	100	14	16	10
40061	353	100	14	16	10
40062	371	100	14	16	10
40063	292	100	14	16	10

##################################################
# TRANSFORM
40064	1	1	42	57	90

##################################################
# PIPE
40065	0	0	32	48	100

##################################################
# RED GOOMBA 
40066	116	35	20	24	50
40067	140	35	20	24	50	

##################################################
# PIPE
40068	0	0	32	32	101
40069	0	0	32	32	102

##################################################
# START EFFECT
40070	2	1	16	16	70
40071	20	1	16	16	70
40072	2	19	16	16	70
40073	20	19	16	16	70

##################################################
# debris
40074	458	119	10	10	112
40075	470	119	10	10	112
40076	78	0	33	39	103
40077	114	0	39	39	103

##################################################
# bling bling brick
40078	274	188	16	16	10
40079	293	188	16	16	10
40080	312	188	16	16	10
40081	331	188	16	16	10

##################################################
# button p
40082	156	144	16	16	10
40083	178	144	16	16	10
40084	200	144	16	16	10

##################################################
# random bonus (white star) (fire flower)
40085	201	121	16	16	10
40086	309	121	16	16	10

##################################################
# random bonus (mushroom which mario got)
40087	257	373	16	16	104
40088	449	377	16	16	104
40089	470	401	16	16	104

# random bonus (star which mario got)
40090	297	373	16	16	104
40091	491	377	16	16	104

# random bonus (mushroom which mario got)
40092	277	374	16	16	104
40093	470	377	16	16	104

##################################################
# 100 points
40094	61	89	11	8	60
# 200 points
40095	75	89	12	8	60
# 1000 points
40096	120	89	15	8	60
# 1UP
40097	195	90	15	6	60

##################################################
# MAP SELECTION
# cactus
40098	1	17	16	15	105
40099	18	17	16	15	105
40100	35	17	16	15	105
40101	52	17	16	15	105

# help tag
40102	1	2	16	13	105
40103	0	0	16	13	20

# GUARD
40104	103	17	16	15	105
40105	120	17	16	15	105

##################################################
# green mushroom
40106	286	121	16	16	10

##################################################
# SMALL mario in map
40107	220	8	14	16	30
40108	237	8	14	16	30

# BIG mario in map
40109	159	54	16	21	30
40110	178	54	16	21	30

# RACCOON mario in map
40111	4	146	16	24	30
40112	23	146	16	24	30

# FIRE mario in map
40113	124	115	16	21	30
40114	143	115	16	21	30

##################################################
# white box
40115	9	8	78	78	106
##################################################
# Pmeter
60000	2	2	64	7	110
60001	2	11	64	7	110
60002	2	20	64	7	110
60003	2	29	64	7	110
60004	2	38	64	7	110
60005	2	47	64	7	110
60006	2	56	64	7	110
60007	2	65	64	7	110
##################################################
# hub
60010	3	3	232	28	111
##################################################
# number
200000	33	32	8	7	111
200001	44	32	6	7	111
200002	53	32	8	7	111
200003	63	32	8	7	111
200004	73	32	8	7	111
200005	83	32	8	7	111
200006	93	32	8	7	111
200007	103	32	8	7	111
200008	113	32	8	7	111
200009	123	32	8	7	111

// ch? ABCDE
200010	133	32	8	8	111
200011	143	32	8	8	111
200012	33	42	8	8	111
200013	43	42	8	8	111
200014	53	42	8	8	111

//ch? FGHIJK
200015	63	42	8	8	111
200016	73	42	8	8	111
200017	83	42	8	8	111
200018	94	42	4	8	111
200019	103	42	8	8	111
200020	113	42	8	8	111

//ch? LMNOPQ
200021	123	42	8	8	111
200022	133	42	8	8	111
200023	143	42	8	8	111
200024	33	52	8	8	111
200025	43	52	8	8	111
200026	53	52	8	8	111

//ch? RSTUV
200027	63	52	8	8	111
200028	73	52	8	8	111
200029	83	52	8	8	111
200030	93	52	8	8	111
200031	103	52	8	8	111

//ch? WXYZ
200032	113	52	8	8	111
200033	123	52	8	8	111
200034	133	52	8	8	111
200035	143	52	8	8	111

//ch?m than
200036	28	112	4	9	111
200037	153	42	8	8	111
##################################################
# MAP SELECTION
# start
40116	1	33	16	16	105
# 1
40117	35	33	16	15	105
# 2
40118	52	33	16	15	105
# 3
40119	69	33	16	15	105
# 4
40120	86	33	16	15	105
# 5
40121	103	33	16	15	105
# 6
40122	120	33	16	15	105
# card
40123	120	0	16	15	105
# empty
40124	0	0	16	15	20

####################################################
# moving platform
40131	352	167	48	16	10

####################################################
# Boomerang Brothers
40132	33	171	16	24	50
40133	57	171	16	24	50
40134	80	171	16	24	50
40135	103	171	16	24	50

####################################################
# Boomerang Brother weapon
40136	124	166	15	16	50
40137	144	166	16	15	50
40138	124	188	15	16	50
40139	145	186	16	15	50
####################################################
# mario eat mushroom
40140	62	53	14	19	30

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle NORMAL BIG right
400	10001	100
#idle small right
401	10021	100
#idle RACCOON right
402	10054	100
# iDLE FIRE MARIO
403	10090	100

#walk right NORMAL big
404	10001	100	10002	100	10003	100
#walk right small
405	10021	100	10022	100	10023	100
#walk right RACCOON big
406	10054	100	10055	100	10056	100
#walk right FIRE 
407	10090	100	10091	100	10092	100

#die
408	10200	100

#jump right NORMAL big
409	10004	100
#jump right small
410	10024	100
#jump right RACCOON big
411	10057	100
#jump right FIRE
412	10099	100


#crouch NORMAL big
413	10005	100
#crouch RACCOON big
414	10058	100
#crouch FIRE
415	10101	100


#falling SMALL
416	10023	100
#falling NORMAL big
417	10003	100
#falling RACCOON
418	10066	50
#falling FIRE
419	10092	100


#running SMALL
420	10025	100	10026	100
#running NORMAL big
421	10006	50	10007	50	10008	50
#running RACCOON
422	10059	100	10060	100	10061	100
#running FIRE
423	10096	100	10097	100	10098	100


#spinning RACCOON
424	10063	30	10064	30	10077	30	11003	30	11004	30
#424	10077	1000	10062	1000	10063	1000	10064	1000	10077	1000


#skid NORMAL
425	10009	100
#skid RACCOON
426	10065	100
#skid SMALL
427	10027	100
#skid SMALL
428	10093	100

#throw FIRE mario
429	10090	50	10102	50	10103	50

#fly small
430	10028	100
#fly big
431	10010	100
#fly raccoon
432	10069	100	10070	100	10071	100
#fly fire 
433	10104	100
#fly throw FIRE
434	10100	100	10106	100	10105	100

# hold SMALL
435	10029	100	10030	100
# hold BIG
436	10011	100	10012	100	10013	100
# hold RACCOON
437	10072	100	10073	100	10074	100
# hold FIRE
438	10107	100	10108	100	10109	100

#kick SMALL
439	10032	100	10021	100
#kick BIG
440	10015	100	10001	100
#kick RACCOON
441	10075	100	10054	100
#kick FIRE
442	10111	100	10090	100

# stand and hold SMALL
443	10029	100
# stand and hold BIG
444	10011	100
# stand and hold RACCOON
445	10072	100
# stand and hold FIRE
446	10107	100

# go down SMALL
447	10033	100
# go down BIG
448	10016	100
# go down RACCOON
449	10076	100
# go down FIRE
450	10112	100
#có duôi nh?y h? áp l?c
451	11000	70	11001	70	11002	70

# ==== QUESTION BRICK =========
702	40001	200	40002	200	40002	200	40003	200	40004	200

# ==== TRANSPARENT BRICK ==========
703	40005	100

# ==== FIRE BALL =========
704	40006	100	40007	100	40008	100	40009	100

# ==== GOOMBA ========
# walking
705	40010	100	40011	100
# die
706	40012	100
# die by weapon
707	40010	100


# ==== RED KOOPA ========
#walking leaf
708	40013	100	40014	100
# die
709	40015	100
# spin
710	40015	100	40016	100	40017	100
# walking with swings left
711	40018	100	40019	100	40020	100

# walking with swings right
1004	50011	100	50012	100	50013	100	50014	100
# walking right
1005	50016	100	50017	100
# mai rua rung rinh
1006	50018	10	50019	10
# mai rua tho chan
1007	50020	15	50021	15

# ==== GREEN KOOPA =====
# walking left
712	40021	100	40022	100
# die
713	40023	100
# spin
714	40023	100	40024	100	40025	100
# walking with swings left
715	40026	100	40027	100	40028	100

# walking with swings right
1000	50000	100	50001	100	50002	100	50003	100
# walking right
1001	50005	100	50006	100
# mai rua rung rinh
1002	50007	10	50008	10
# mai rua tho chan
1003	50009	15	50010	15


# ==== RED GOOMBA =====
# walking with swing
716	40029	100	40030	100
# jumb swing small
717	40031	100
# jumb swing big
718	40031	40	40032	40
# walking without swing
719	40033	100	40034	100

# ==== EMPTY BRICK =====
720	40036	100

# ==== COIN =====
721	40037	200	40038	200	40039	200

# ==== EFFECT ATTACKED OR HAVE BONUS ====
722	40044	100	40045	100	40046	100	40047	100	40044	100	40045	100

# ==== LEAF =====
723	40048	100

# ==== MUSHROOM ====
724	40049	100

# ==== RED FIRE cap cap nguoc xuông ====
725	40050	200	40051	200

# ==== RED FIRE cap cap nguoc len ====
726	40052	200	40053	200

# ==== RED FIRE ha mieng nguoc xuong ====
727	40050	200

# ==== RED FIRE ha mieng nguoc len ====
728	40052	200

# ==== GREEN FIRE cap cap nguoc xuong ====
729	40054	200	40055	200

# ==== GREEN  FIRE cap cap nguoc len ====
730	40056	200	40057	200

# ==== GREEN FIRE ha mieng nguoc xuong ====
731	40054	200

# ==== GREEN FIRE ATTACK UP ====
732	40056	200

# ==== STATIC COIN ====
733	40060	100	40063	100	40061	100	40062	100

# ==== MARIO GROW UP ====
734	10021	200
735	40064	200

# ==== EXPLOSIVE FIRE BALL ====
736	40046	80	40047	80	40045	80

# ==== pipe ====
737	40065	200

# ==== RED GOOMBA ====
# die
738	40035	100

# walking with swings (c?p cánh)
739	40034	100	40035	100

# ==== pipe ====
740	40065	100
741	40068	100
742	40069	100

# ==== star effect ====
743	40073	10	40070	10	40073	10	40072	10	40071	10	40072	10	40073	10	40070	10	40073	10

# ==== GREEN FLOWER NO ATTACK ==== 
744	40058	200	40059	200

# ==== DEBRIS =====
745	40074	100	40075	100

# ==== BLING BLING BRICK ====
746	40078	100	40079	100	40080	100	40081	100

# ==== BUTTON P ====
747	40082	100	40083	100
748	40084	100

# ==== MUSHROOM BONUS ====
749	40049	100

# ==== STAR BONUS ====
750	40085	100

# ==== FIRE FLOWER BONUS ====
751	40086	100

# ==== MUSHROOM BONUS WHICH MARIO GOT ====
752	40087	100	40088	100	40089	100

# ==== STAR BONUS WHICH MARIO GOT ====
753	40090	100	40091	100	40089	100

# ==== FIRE FLOWER BONUS WHICH MARIO GOT ====
754	40092	100	40093	100	40089	100

# ==== 100 points ====
755	40094	100

# ==== 200 points ====
756	40095	100

# ==== 1000 points ====
757	40096	100

# ==== 1UP ====
758	40097	100

# ==== CACTUS ====
759	40098	300	40099	300	40100	300	40101	300

# ==== HELP TAG ====
760	40102	500	40103	500

# ==== GUARD ====
761	40104	100	40105	100

# ==== GREEN MUSHROOM ====
762	40106	100

# SMALL mario in map
763	40107	100	40108	100
# BIG mario in map
764	40109	100	40110	100
# RACCON mario in map
765	40111	100	40112	100
# FIRE mario in map
766	40113	100	40114	100

# ==== white box ====
767	40115	100
# ==== MAP SELECTION SCENE 1 ====
# start
768	40116	100
# 1
769	40117	100
# 2
770	40118	100
# 3
771	40119	100
# 4
772	40120	100
# 5
773	40121	100
# 6
774	40122	100
# card
775	40123	100
# empty
776	40124	100

#coin
777	40060	100

#pmeter
1100	60000	100
1101	60001	100
1102	60002	100
1103	60003	100
1104	60004	100
1105	60005	100
1106	60006	70	60007	70


# ==== moving platform ====
780	40131	100

# ==== boomerang brothers ====
781	40132	100	40133	100
782	40132	100	40133	100	40134	100	40135	100
783	40132	100

# ==== boomerang brother weapon ====
784	40136	100	40137	100	40138	100	40139	100
#faster
785	40136	80	40137	80	40138	80	40139	80
# ==== mario transform ====
786	10021	300	40140	300	10021	300	40140	300	10021	300	40140	300
###########################################
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	734	735	447	448	449	450	763	764	765	766	451	786	722

# QUESTION BRICK 
2	702	720	746
# TRANSPARENT BRICK brick blink
3	746	777
# FIRE BALL
4	704	736
# TAN GOOMBA
5	705	706	707
# RED GOOMBA
6	716	717	718	719	738
# RED KOOPA
7	708	709	710	711
# GREEN KOOPA
8	712	713	714	715	1000	1001	1002	1003	708	709	710	711	1004	1005	1006	1007
# COIN
9	721
# EFFECT ATTACKED OR HAVE BONUS
10	722
# LEAF
11	723
# MUSHROOM
12	724	762
# FIRE FLOWER
13	725	726	727	728	729	730	731	732	737
# STATIC COIN
14	733
# LONG GREEN PIPE
15	740	741	742
# SHORT GREEN PIPE
16	741
# SHORT BLACK PIPE
17	742
# EFFECT ATTACKED BY SPINNING
18	743
# GREEN FLOWER
19	744
# DEBRIS
20	745
# BUTTON P
21	747	748
# RANDOM BONUS
22	749	750	751	752	753	754
# POINT
23	755	756	757	758
# MAP SELECTION
#		catus	help	guard
24	703	759	760	761
# white box
25	767
# map selection
26	768	769	770	771	772	773	774	775	776
# pmeter
27	1100	1101	1102	1103	1104	1105	1106	

# moving platform
28	780
# boomerang brothers
29	781	782	783
# boomerang brother weapon
30	784	785





[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas,4=conco
#  5=red goom ba, 6=flatform, 7 venus trap, 8 = piranha
#9 =		,10=questionbrick	,11=brick blink  18 brickbinkcoin
# MARIO tham s? cu?i là is_moving_in_world_map
0	350	1155	1	0
	
# BRICK 
#1	0	1848	22
# con cua//6670
#2	4296	1216	5
2	1587	1185	5
2	2523	1140	5
2	2679	1140	5

#4	1587	1185	8	0
#CONCO3860-4033			loai 0=xanh 1=cocanh  2=do   3=do co canh
4	1761	1068	8	2

#4	777	1050	8	2

4	3936	969	8	1
4	4090	860	8	1
4	4277	670	8	1

4	4446	1194	8	0

4	6309	1080	8	2

#test
#4	7300	780	8	3
#red goomba
5	2900	1148	6
#flatform
#4=width 5=height //flat form thi khong render so 22 de choi thoi
#nen duoi dat	
6	6288	1872	1	1000	5	0
#cong tren mat dat
#6	300	1180	1	50	70	1
#cong duoi mat dat
#6	6453	1620	1	50	70	1
#nen cuoi gan mau den
#6	6782	1248	1	2000	5	0

#####
6	-48	1200	1	48	48	0
6	0	1248	1	1872	48	0
6	1872	1200	1	1392	96	0
6	3456	1248	1	768	48	0
6	4224	1248	1	288	48	0
6	4608	1248	1	240	48	0
#6	6864	144	1	48	240	0
6	8448	0	1	48	1392	0

6	4992	1248	1	1704	48	0
6	6768	1248	1	1680	49	0

#hai cái ?ng dài nh?t
6	6768	384	1	96	576	0
6	6768	1104	1	96	144	0
#g?ch b?c thang d?i x?ng
6	6960	1584	1	144	48	0
6	6912	1632	1	192	48	0
6	6864	1680	1	240	48	0
6	6816	1728	1	288	48	0
6	6768	1776	1	336	48	0
6	6720	1824	1	384	48	0
#chùm hai viên riêng l?
6	6336	1440	1	96	48	0
#ch?n 4 m?t du?i lòng d?t
6	5952	1392	1	1536	48	0
6	5952	1440	1	384	432	0
6	5952	1872	1	1536	96	0
6	7104	1440	1	384	432	0

#g?ch d?i x?ng
6	4512	1008	1	96	48	0

6	4800	1104	1	48	48	0
6	4752	1152	1	96	48	0
6	4704	1200	1	144	48	0

6	4992	1104	1	48	48	0
6	4992	1152	1	96	48	0
6	4992	1200	1	144	48	0
# ô vuông có màu
6	720	1104	1	144	2	0
6	816	1008	1	144	2	0

6	1200	1104	1	240	2	0
6	1392	1008	1	192	2	0
6	1536	912	1	192	2	0
6	1536	1152	1	275	2	0

6	3792	1152	1	336	2	0
6	3888	1056	1	336	2	0
6	3984	960	1	336	2	0

6	6432	1104	1	144	2	0
6	6528	816	1	144	2	0

#trên không trung
6	3936	432	1	192	2	0
6	4224	576	1	192	2	0
6	4464	528	1	720	2	0

#venus	cai thu 4 laf type(do hay xanh)
#venus do
7	1106	1080	13	1
#venus xanh
7	5615	1130	13	2
#xanh cap cap
8	5424	1160	19	
#hub p meter x,y nhu khong a, de dai animationset a
9	100	100	27
#brick question
#test				nút p	ch? item
10	552	1080	2	0	0
10	600	1080	2	0	0

10	696	936	2	0	0
10	744	936	2	0	1

10	1272	984	2	0	0

10	1992	1176	2	0	1

10	2136	1080	2	0	0

10	4440	1128	2	0	1

#brick blink
11	5856	1224	3
11	5904	1224	3
11	5952	1224	3
11	6000	1224	3
11	6048	1224	3
11	6096	1224	3
11	6144	1224	3
			
11	5904	1176	3
11	5952	1176	3
11	6000	1176	3
11	6048	1176	3
11	6096	1176	3

11	5952	1128	3
11	6000	1128	3
11	6048	1128	3
10	6096	1128	2	1	1

11	6288	1224	3
11	6336	1224	3

11	6288	1176	3

10	4350	445	2	0	1
# coin
#coin trên m?t d?t
12	3240	979	14
12	3336	883	14
12	3432	787	14
12	3528	691	14
12	3624	595	14
#coin du?i lòng d?t

12	6606	1512	14
12	6606	1704	14
			
12	6654	1464	14
12	6654	1608	14
12	6654	1752	14
			
12	6702	1464	14
12	6702	1608	14
12	6702	1752	14
			
12	6750	1512	14
12	6750	1560	14
12	6750	1656	14
12	6750	1704	14

#coin trên không trung
12	3984	240	14
12	4032	240	14
12	4080	240	14
			
12	4368	336	14
12	4416	336	14
			
12	4560	384	14
12	4608	384	14
12	4656	384	14
12	4704	384	14
			
			
12	4800	336	14
12	4848	336	14
12	4896	336	14
12	4944	336	14
			
			
12	5010	432	14
			
12	5106	336	14
			
12	5202	384	14
			
12	5346	288	14
			
12	5442	384	14


#pine s? cu?i cùng là state cho bi?t pine dài ng?n den
14	1103	1176	15	100

14	5423	1201	15	200
14	5616	1176	15	100

14	7008	1201	15	200
#pine trên cao
14	6816	386	15	200
#pine du?i d?t
14	7059	1439	15	300

#12	5442	984	14 nay la cai gi :v

#random bonus
13	8088	1029	22

#moving flatform
15	675	1005	28

#brother
#16	175	905	29

#brother weapon
#17	275	905	30
#hihi
#hihi?
#brick blink coin
#18	7500	1100	2
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	115	98	0	148	150	1
